Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Numero_hogar;Numero_persona_emigrante;AÃ±o_salida;Sexo_emigrante;Edad_salida;pais_actual_residencia;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;ID_HOG;ID_EMI
"Azuay";1;62;999;16;23;1;1;2019;"Mujer";43;881840;"Area rural";"Cuenca";"Ricaurte";101629990160023;10162999016002301;1016299901600230101
"Azuay";1;62;999;16;29;1;1;2022;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990160029;10162999016002901;1016299901600290101
"Azuay";1;62;999;16;42;1;1;9999;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990160042;10162999016004201;1016299901600420101
"Azuay";1;62;999;16;52;1;1;2014;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990160052;10162999016005201;1016299901600520101
"Azuay";1;62;999;17;1;1;1;2022;"Mujer";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990170001;10162999017000101;1016299901700010101
"Azuay";1;62;999;17;26;1;1;2022;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990170026;10162999017002601;1016299901700260101
"Azuay";1;62;999;17;33;1;1;2019;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990170033;10162999017003301;1016299901700330101
"Azuay";1;62;999;18;30;1;1;2020;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990180030;10162999018003001;1016299901800300101
"Azuay";1;62;999;18;35;1;1;2022;"Mujer";17;881840;"Area rural";"Cuenca";"Ricaurte";101629990180035;10162999018003501;1016299901800350101
"Azuay";1;62;999;18;36;1;1;2020;"Mujer";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990180036;10162999018003601;1016299901800360101
"Azuay";1;62;999;18;50;1;1;2022;"Hombre";21;881840;"Area rural";"Cuenca";"Ricaurte";101629990180050;10162999018005001;1016299901800500101
"Azuay";1;62;999;19;16;1;1;2022;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101629990190016;10162999019001601;1016299901900160101
"Azuay";1;62;999;19;49;1;1;2019;"Hombre";23;881840;"Area rural";"Cuenca";"Ricaurte";101629990190049;10162999019004901;1016299901900490101
"Azuay";1;62;999;19;57;1;1;9999;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990190057;10162999019005701;1016299901900570101
"Azuay";1;62;999;19;60;1;1;2014;"Hombre";16;881840;"Area rural";"Cuenca";"Ricaurte";101629990190060;10162999019006001;1016299901900600101
"Azuay";1;62;999;20;10;1;1;2019;"Hombre";54;881840;"Area rural";"Cuenca";"Ricaurte";101629990200010;10162999020001001;1016299902000100101
"Azuay";1;62;999;20;11;1;1;2022;"Hombre";48;881840;"Area rural";"Cuenca";"Ricaurte";101629990200011;10162999020001101;1016299902000110101
"Azuay";1;62;999;20;18;1;1;2015;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990200018;10162999020001801;1016299902000180101
"Azuay";1;62;999;20;28;1;1;2015;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990200028;10162999020002801;1016299902000280101
"Azuay";1;62;999;20;65;1;1;2019;"Hombre";34;881840;"Area rural";"Cuenca";"Ricaurte";101629990200065;10162999020006501;1016299902000650101
"Azuay";1;62;999;21;19;1;1;2020;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990210019;10162999021001901;1016299902100190101
"Azuay";1;62;999;21;20;1;1;2022;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990210020;10162999021002001;1016299902100200101
"Azuay";1;62;999;21;82;1;1;2017;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101629990210082;10162999021008201;1016299902100820101
"Azuay";1;62;999;21;92;1;1;2019;"Mujer";37;881840;"Area rural";"Cuenca";"Ricaurte";101629990210092;10162999021009201;1016299902100920101
"Azuay";1;62;999;22;48;1;1;2020;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990220048;10162999022004801;1016299902200480101
"Azuay";1;62;999;22;65;1;1;2020;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990220065;10162999022006501;1016299902200650101
"Azuay";1;62;999;23;3;1;1;2022;"Hombre";34;881840;"Area rural";"Cuenca";"Ricaurte";101629990230003;10162999023000301;1016299902300030101
"Azuay";1;62;999;23;6;1;1;2014;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990230006;10162999023000601;1016299902300060101
"Azuay";1;62;999;23;21;1;1;2022;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990230021;10162999023002101;1016299902300210101
"Azuay";1;62;999;23;44;1;1;2016;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101629990230044;10162999023004401;1016299902300440101
"Azuay";1;62;999;23;47;1;1;2022;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101629990230047;10162999023004701;1016299902300470101
"Azuay";1;62;999;24;37;1;1;2022;"Hombre";15;881840;"Area rural";"Cuenca";"Ricaurte";101629990240037;10162999024003701;1016299902400370101
"Azuay";1;62;999;24;55;1;1;2020;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990240055;10162999024005501;1016299902400550101
"Azuay";1;62;999;24;56;1;1;2018;"Mujer";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990240056;10162999024005601;1016299902400560101
"Azuay";1;62;999;25;4;1;1;2022;"Hombre";53;881840;"Area rural";"Cuenca";"Ricaurte";101629990250004;10162999025000401;1016299902500040101
"Azuay";1;62;999;25;5;1;1;9999;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990250005;10162999025000501;1016299902500050101
"Azuay";1;62;999;25;8;1;1;2022;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990250008;10162999025000801;1016299902500080101
"Azuay";1;62;999;25;14;1;1;2015;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990250014;10162999025001401;1016299902500140101
"Azuay";1;62;999;26;7;1;1;2019;"Mujer";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990260007;10162999026000701;1016299902600070101
"Azuay";1;62;999;26;27;1;1;2020;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990260027;10162999026002701;1016299902600270101
"Azuay";1;62;999;26;34;1;1;2016;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990260034;10162999026003401;1016299902600340101
"Azuay";1;62;999;26;41;1;1;2022;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101629990260041;10162999026004101;1016299902600410101
"Azuay";1;62;999;26;42;1;1;2022;"Hombre";41;881840;"Area rural";"Cuenca";"Ricaurte";101629990260042;10162999026004201;1016299902600420101
"Azuay";1;62;999;26;49;1;1;2014;"Mujer";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990260049;10162999026004901;1016299902600490101
"Azuay";1;62;999;27;24;1;1;2017;"Mujer";31;881840;"Area rural";"Cuenca";"Ricaurte";101629990270024;10162999027002401;1016299902700240101
"Azuay";1;62;999;27;42;1;1;2018;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990270042;10162999027004201;1016299902700420101
"Azuay";1;62;999;27;45;1;1;2018;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990270045;10162999027004501;1016299902700450101
"Azuay";1;62;999;27;57;1;1;2019;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990270057;10162999027005701;1016299902700570101
"Azuay";1;62;999;27;64;1;1;2013;"Mujer";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990270064;10162999027006401;1016299902700640101
"Azuay";1;62;999;28;26;1;1;2019;"Hombre";42;881840;"Area rural";"Cuenca";"Ricaurte";101629990280026;10162999028002601;1016299902800260101
"Azuay";1;62;999;29;64;1;1;2020;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990290064;10162999029006401;1016299902900640101
"Azuay";1;62;999;29;70;1;1;2020;"Hombre";46;881840;"Area rural";"Cuenca";"Ricaurte";101629990290070;10162999029007001;1016299902900700101
"Azuay";1;62;999;30;18;1;1;2022;"Hombre";42;881840;"Area rural";"Cuenca";"Ricaurte";101629990300018;10162999030001801;1016299903000180101
"Azuay";1;62;999;31;19;1;1;2022;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990310019;10162999031001901;1016299903100190101
"Azuay";1;62;999;32;67;1;1;2022;"Mujer";37;881840;"Area rural";"Cuenca";"Ricaurte";101629990320067;10162999032006701;1016299903200670101
"Azuay";1;62;999;32;69;1;1;2022;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990320069;10162999032006901;1016299903200690101
"Azuay";1;62;999;33;71;1;1;2019;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990330071;10162999033007101;1016299903300710101
"Azuay";1;62;999;34;11;1;1;2010;"Mujer";64;881840;"Area rural";"Cuenca";"Ricaurte";101629990340011;10162999034001101;1016299903400110101
"Azuay";1;62;999;34;36;1;1;2020;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990340036;10162999034003601;1016299903400360101
"Azuay";1;62;999;34;38;1;1;2019;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990340038;10162999034003801;1016299903400380101
"Azuay";1;62;999;34;42;1;1;2019;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101629990340042;10162999034004201;1016299903400420101
"Azuay";1;62;999;34;67;1;1;2022;"Hombre";34;881840;"Area rural";"Cuenca";"Ricaurte";101629990340067;10162999034006701;1016299903400670101
"Azuay";1;62;999;34;82;1;1;2020;"Hombre";42;881840;"Area rural";"Cuenca";"Ricaurte";101629990340082;10162999034008201;1016299903400820101
"Azuay";1;62;999;34;96;1;1;2018;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990340096;10162999034009601;1016299903400960101
"Azuay";1;62;999;34;106;1;1;2020;"Hombre";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990340106;10162999034010601;1016299903401060101
"Azuay";1;62;999;35;91;1;1;2022;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990350091;10162999035009101;1016299903500910101
"Azuay";1;62;999;37;88;1;1;2020;"Mujer";40;881840;"Area rural";"Cuenca";"Ricaurte";101629990370088;10162999037008801;1016299903700880101
"Azuay";1;62;999;37;98;1;1;2016;"Mujer";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990370098;10162999037009801;1016299903700980101
"Azuay";1;62;999;38;23;1;1;2014;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990380023;10162999038002301;1016299903800230101
"Azuay";1;62;999;38;29;1;1;2019;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990380029;10162999038002901;1016299903800290101
"Azuay";1;62;999;39;2;1;1;2022;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101629990390002;10162999039000201;1016299903900020101
"Azuay";1;62;999;39;25;1;1;2022;"Hombre";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990390025;10162999039002501;1016299903900250101
"Azuay";1;62;999;39;27;1;1;2020;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990390027;10162999039002701;1016299903900270101
"Azuay";1;62;999;39;80;1;1;2018;"Mujer";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990390080;10162999039008001;1016299903900800101
"Azuay";1;62;999;40;3;1;1;2018;"Mujer";34;881840;"Area rural";"Cuenca";"Ricaurte";101629990400003;10162999040000301;1016299904000030101
"Azuay";1;62;999;40;15;1;1;2022;"Hombre";17;881840;"Area rural";"Cuenca";"Ricaurte";101629990400015;10162999040001501;1016299904000150101
"Azuay";1;62;999;40;31;1;1;2020;"Hombre";17;881840;"Area rural";"Cuenca";"Ricaurte";101629990400031;10162999040003101;1016299904000310101
"Azuay";1;62;999;40;63;1;1;2022;"Mujer";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990400063;10162999040006301;1016299904000630101
"Azuay";1;62;999;40;65;1;1;2015;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990400065;10162999040006501;1016299904000650101
"Azuay";1;62;999;41;16;1;1;2019;"Mujer";23;881840;"Area rural";"Cuenca";"Ricaurte";101629990410016;10162999041001601;1016299904100160101
"Azuay";1;62;999;41;19;1;1;2018;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990410019;10162999041001901;1016299904100190101
"Azuay";1;62;999;41;51;1;1;2022;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990410051;10162999041005101;1016299904100510101
"Azuay";1;62;999;41;57;1;1;2022;"Hombre";43;881840;"Area rural";"Cuenca";"Ricaurte";101629990410057;10162999041005701;1016299904100570101
"Azuay";1;62;999;42;2;1;1;2017;"Mujer";41;881840;"Area rural";"Cuenca";"Ricaurte";101629990420002;10162999042000201;1016299904200020101
"Azuay";1;62;999;42;4;1;1;2022;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990420004;10162999042000401;1016299904200040101
"Azuay";1;62;999;42;77;1;1;2020;"Mujer";39;881840;"Area rural";"Cuenca";"Ricaurte";101629990420077;10162999042007701;1016299904200770101
"Azuay";1;62;999;44;28;1;1;2020;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990440028;10162999044002801;1016299904400280101
"Azuay";1;62;999;44;32;1;1;2017;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990440032;10162999044003201;1016299904400320101
"Azuay";1;62;999;44;43;1;1;2018;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990440043;10162999044004301;1016299904400430101
"Azuay";1;62;999;44;52;1;1;2020;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101629990440052;10162999044005201;1016299904400520101
"Azuay";1;62;999;44;56;1;1;2017;"Mujer";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990440056;10162999044005601;1016299904400560101
"Azuay";1;62;999;46;20;1;1;2011;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990460020;10162999046002001;1016299904600200101
"Azuay";1;62;999;46;31;1;1;2020;"Hombre";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990460031;10162999046003101;1016299904600310101
"Azuay";1;62;999;46;50;1;1;2022;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990460050;10162999046005001;1016299904600500101
"Azuay";1;62;999;46;56;1;1;2022;"Hombre";40;881840;"Area rural";"Cuenca";"Ricaurte";101629990460056;10162999046005601;1016299904600560101
"Azuay";1;62;999;46;58;1;1;2022;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990460058;10162999046005801;1016299904600580101
"Azuay";1;62;999;48;13;1;1;2019;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990480013;10162999048001301;1016299904800130101
"Azuay";1;62;999;48;31;1;1;2016;"Mujer";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990480031;10162999048003101;1016299904800310101
"Azuay";1;62;999;48;35;1;1;2020;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990480035;10162999048003501;1016299904800350101
"Azuay";1;62;999;48;36;1;1;2020;"Hombre";41;881840;"Area rural";"Cuenca";"Ricaurte";101629990480036;10162999048003601;1016299904800360101
"Azuay";1;62;999;48;65;1;1;2015;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990480065;10162999048006501;1016299904800650101
"Azuay";1;62;999;48;89;1;1;2010;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990480089;10162999048008901;1016299904800890101
"Azuay";1;62;999;49;8;1;1;2015;"Mujer";37;881840;"Area rural";"Cuenca";"Ricaurte";101629990490008;10162999049000801;1016299904900080101
"Azuay";1;62;999;49;14;1;1;2020;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990490014;10162999049001401;1016299904900140101
"Azuay";1;62;999;49;37;1;1;2018;"Mujer";96;881840;"Area rural";"Cuenca";"Ricaurte";101629990490037;10162999049003701;1016299904900370101
"Azuay";1;62;999;49;80;1;1;2022;"Mujer";47;881840;"Area rural";"Cuenca";"Ricaurte";101629990490080;10162999049008001;1016299904900800101
"Azuay";1;62;999;49;87;1;1;2019;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990490087;10162999049008701;1016299904900870101
"Azuay";1;62;999;50;3;1;1;2022;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990500003;10162999050000301;1016299905000030101
"Azuay";1;62;999;50;11;1;1;2020;"Hombre";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990500011;10162999050001101;1016299905000110101
"Azuay";1;62;999;50;26;1;1;2022;"Hombre";14;881840;"Area rural";"Cuenca";"Ricaurte";101629990500026;10162999050002601;1016299905000260101
"Azuay";1;62;999;50;46;1;1;2022;"Hombre";44;881840;"Area rural";"Cuenca";"Ricaurte";101629990500046;10162999050004601;1016299905000460101
"Azuay";1;62;999;50;84;1;1;2022;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101629990500084;10162999050008401;1016299905000840101
"Azuay";1;62;999;51;10;1;1;2022;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990510010;10162999051001001;1016299905100100101
"Azuay";1;62;999;51;58;1;1;2016;"Mujer";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990510058;10162999051005801;1016299905100580101
"Azuay";1;62;999;51;68;1;1;2020;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990510068;10162999051006801;1016299905100680101
"Azuay";1;62;999;51;78;1;1;2022;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990510078;10162999051007801;1016299905100780101
"Azuay";1;62;999;51;82;1;1;2022;"Hombre";21;881840;"Area rural";"Cuenca";"Ricaurte";101629990510082;10162999051008201;1016299905100820101
"Azuay";1;62;999;52;25;1;1;2022;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990520025;10162999052002501;1016299905200250101
"Azuay";1;62;999;52;55;1;1;2020;"Hombre";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990520055;10162999052005501;1016299905200550101
"Azuay";1;62;999;52;75;1;1;2022;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990520075;10162999052007501;1016299905200750101
"Azuay";1;62;999;52;88;1;1;2019;"Hombre";41;881840;"Area rural";"Cuenca";"Ricaurte";101629990520088;10162999052008801;1016299905200880101
"Azuay";1;62;999;53;75;1;1;2020;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990530075;10162999053007501;1016299905300750101
"Azuay";1;62;1;1;28;1;1;2020;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101620010010028;10162001001002801;1016200100100280101
"Azuay";1;62;1;1;72;1;1;2021;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620010010072;10162001001007201;1016200100100720101
"Azuay";1;62;1;2;6;1;1;2019;"Mujer";35;881840;"Area rural";"Cuenca";"Ricaurte";101620010020006;10162001002000601;1016200100200060101
"Azuay";1;62;1;2;26;1;1;2013;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101620010020026;10162001002002601;1016200100200260101
"Azuay";1;62;1;2;62;1;1;2022;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620010020062;10162001002006201;1016200100200620101
"Azuay";1;62;1;2;67;1;1;2022;"Hombre";21;881840;"Area rural";"Cuenca";"Ricaurte";101620010020067;10162001002006701;1016200100200670101
"Azuay";1;62;1;2;85;1;1;2021;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101620010020085;10162001002008501;1016200100200850101
"Azuay";1;62;1;3;80;1;1;2021;"Mujer";45;881840;"Area rural";"Cuenca";"Ricaurte";101620010030080;10162001003008001;1016200100300800101
"Azuay";1;62;1;3;91;1;1;2018;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620010030091;10162001003009101;1016200100300910101
"Azuay";1;62;1;3;110;1;1;2015;"Hombre";15;881840;"Area rural";"Cuenca";"Ricaurte";101620010030110;10162001003011001;1016200100301100101
"Azuay";1;62;1;4;5;1;1;2019;"Mujer";30;881840;"Area rural";"Cuenca";"Ricaurte";101620010040005;10162001004000501;1016200100400050101
"Azuay";1;62;1;4;20;1;1;2018;"Mujer";40;881840;"Area rural";"Cuenca";"Ricaurte";101620010040020;10162001004002001;1016200100400200101
"Azuay";1;62;1;4;177;1;1;2018;"Hombre";31;881840;"Area rural";"Cuenca";"Ricaurte";101620010040177;10162001004017701;1016200100401770101
"Azuay";1;62;1;5;6;1;1;2021;"Mujer";33;881840;"Area rural";"Cuenca";"Ricaurte";101620010050006;10162001005000601;1016200100500060101
"Azuay";1;62;1;5;41;1;1;2019;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101620010050041;10162001005004101;1016200100500410101
"Azuay";1;62;1;5;76;1;1;2022;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101620010050076;10162001005007601;1016200100500760101
"Azuay";1;62;1;5;85;1;1;2020;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101620010050085;10162001005008501;1016200100500850101
"Azuay";1;62;1;6;30;1;1;2020;"Mujer";46;881840;"Area rural";"Cuenca";"Ricaurte";101620010060030;10162001006003001;1016200100600300101
"Azuay";1;62;1;6;32;1;1;2012;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101620010060032;10162001006003201;1016200100600320101
