Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Numero_hogar;Numero_persona_emigrante;AÃ±o_salida;Sexo_emigrante;Edad_salida;pais_actual_residencia;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;ID_HOG;ID_EMI
"Azuay";1;62;5;2;88;1;1;2022;"Mujer";87;881840;"Area rural";"Cuenca";"Ricaurte";101620050020088;10162005002008801;1016200500200880101
"Azuay";1;62;5;2;110;1;1;2020;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620050020110;10162005002011001;1016200500201100101
"Azuay";1;62;5;2;112;1;1;2014;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101620050020112;10162005002011201;1016200500201120101
"Azuay";1;62;5;2;122;1;1;2014;"Mujer";35;881840;"Area rural";"Cuenca";"Ricaurte";101620050020122;10162005002012201;1016200500201220101
"Azuay";1;62;5;3;15;1;1;2018;"Hombre";31;881840;"Area rural";"Cuenca";"Ricaurte";101620050030015;10162005003001501;1016200500300150101
"Azuay";1;62;5;3;18;1;1;2021;"Mujer";32;881840;"Area rural";"Cuenca";"Ricaurte";101620050030018;10162005003001801;1016200500300180101
"Azuay";1;62;5;4;23;1;1;2022;"Mujer";999;881840;"Area rural";"Cuenca";"Ricaurte";101620050040023;10162005004002301;1016200500400230101
"Azuay";1;62;5;4;44;1;1;2013;"Mujer";21;881840;"Area rural";"Cuenca";"Ricaurte";101620050040044;10162005004004401;1016200500400440101
"Azuay";1;62;5;4;145;1;1;2020;"Hombre";23;881840;"Area rural";"Cuenca";"Ricaurte";101620050040145;10162005004014501;1016200500401450101
"Azuay";1;62;5;5;5;1;1;2015;"Hombre";49;881840;"Area rural";"Cuenca";"Ricaurte";101620050050005;10162005005000501;1016200500500050101
"Azuay";1;62;5;5;67;1;1;2017;"Mujer";21;881840;"Area rural";"Cuenca";"Ricaurte";101620050050067;10162005005006701;1016200500500670101
"Azuay";1;62;5;5;102;1;1;2022;"Hombre";31;881840;"Area rural";"Cuenca";"Ricaurte";101620050050102;10162005005010201;1016200500501020101
"Azuay";1;62;5;6;19;1;1;2015;"Mujer";36;881840;"Area rural";"Cuenca";"Ricaurte";101620050060019;10162005006001901;1016200500600190101
"Azuay";1;62;5;6;108;1;1;2020;"Hombre";27;881840;"Area rural";"Cuenca";"Ricaurte";101620050060108;10162005006010801;1016200500601080101
"Azuay";1;62;5;6;118;1;1;2015;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101620050060118;10162005006011801;1016200500601180101
"Azuay";1;62;5;6;142;1;1;2021;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101620050060142;10162005006014201;1016200500601420101
"Azuay";1;62;5;7;1;1;1;2019;"Mujer";19;881840;"Area rural";"Cuenca";"Ricaurte";101620050070001;10162005007000101;1016200500700010101
"Azuay";1;62;5;7;83;1;1;2017;"Hombre";37;881840;"Area rural";"Cuenca";"Ricaurte";101620050070083;10162005007008301;1016200500700830101
"Azuay";1;62;5;7;108;1;1;2022;"Mujer";42;881840;"Area rural";"Cuenca";"Ricaurte";101620050070108;10162005007010801;1016200500701080101
"Azuay";1;62;5;7;182;1;1;2021;"Hombre";29;881840;"Area rural";"Cuenca";"Ricaurte";101620050070182;10162005007018201;1016200500701820101
"Azuay";1;62;5;7;187;1;1;2018;"Hombre";23;881840;"Area rural";"Cuenca";"Ricaurte";101620050070187;10162005007018701;1016200500701870101
"Azuay";1;62;999;2;30;2;1;2021;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990020030;10162999002003002;1016299900200300201
"Azuay";1;62;999;5;35;4;1;2021;"Hombre";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990050035;10162999005003504;1016299900500350401
"Azuay";1;62;999;15;4;3;1;2021;"Hombre";31;881840;"Area rural";"Cuenca";"Ricaurte";101629990150004;10162999015000403;1016299901500040301
"Azuay";1;62;999;18;34;2;1;2021;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990180034;10162999018003402;1016299901800340201
"Azuay";1;62;999;38;30;2;1;2022;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990380030;10162999038003002;1016299903800300201
"Azuay";1;62;999;38;30;2;2;2022;"Mujer";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990380030;10162999038003002;1016299903800300202
"Azuay";1;62;999;38;30;2;3;2022;"Mujer";2;881840;"Area rural";"Cuenca";"Ricaurte";101629990380030;10162999038003002;1016299903800300203
"Azuay";1;62;1;1;30;1;3;2021;"Mujer";15;881840;"Area rural";"Cuenca";"Ricaurte";101620010010030;10162001001003001;1016200100100300103
"Azuay";1;62;1;2;26;1;3;2022;"Mujer";28;881840;"Area rural";"Cuenca";"Ricaurte";101620010020026;10162001002002601;1016200100200260103
"Azuay";1;62;1;3;110;1;3;2016;"Hombre";31;881840;"Area rural";"Cuenca";"Ricaurte";101620010030110;10162001003011001;1016200100301100103
"Azuay";1;62;1;6;150;1;3;2022;"Mujer";7;881840;"Area rural";"Cuenca";"Ricaurte";101620010060150;10162001006015001;1016200100601500103
"Azuay";1;62;1;6;150;1;4;2022;"Hombre";2;881840;"Area rural";"Cuenca";"Ricaurte";101620010060150;10162001006015001;1016200100601500104
"Azuay";1;62;2;2;61;1;3;2021;"Hombre";10;881840;"Area rural";"Cuenca";"Ricaurte";101620020020061;10162002002006101;1016200200200610103
"Azuay";1;62;2;5;42;1;3;2021;"Mujer";19;881840;"Area rural";"Cuenca";"Ricaurte";101620020050042;10162002005004201;1016200200500420103
"Azuay";1;62;2;5;42;1;4;2021;"Hombre";16;881840;"Area rural";"Cuenca";"Ricaurte";101620020050042;10162002005004201;1016200200500420104
"Azuay";1;62;2;7;141;1;3;2021;"Mujer";10;881840;"Area rural";"Cuenca";"Ricaurte";101620020070141;10162002007014101;1016200200701410103
"Azuay";1;62;3;1;119;1;3;2021;"Mujer";15;881840;"Area rural";"Cuenca";"Ricaurte";101620030010119;10162003001011901;1016200300101190103
"Azuay";1;62;3;7;83;1;3;2021;"Mujer";15;881840;"Area rural";"Cuenca";"Ricaurte";101620030070083;10162003007008301;1016200300700830103
"Azuay";1;62;3;7;83;1;4;2021;"Hombre";6;881840;"Area rural";"Cuenca";"Ricaurte";101620030070083;10162003007008301;1016200300700830104
"Azuay";1;62;3;7;83;1;5;2021;"Hombre";3;881840;"Area rural";"Cuenca";"Ricaurte";101620030070083;10162003007008301;1016200300700830105
"Azuay";1;62;4;1;8;1;3;2021;"Mujer";3;881840;"Area rural";"Cuenca";"Ricaurte";101620040010008;10162004001000801;1016200400100080103
"Azuay";1;62;4;3;2;1;3;2021;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101620040030002;10162004003000201;1016200400300020103
"Azuay";1;62;4;4;6;1;3;2010;"Mujer";16;881840;"Area rural";"Cuenca";"Ricaurte";101620040040006;10162004004000601;1016200400400060103
"Azuay";1;62;4;4;6;1;4;2014;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101620040040006;10162004004000601;1016200400400060104
"Azuay";1;62;4;4;6;1;5;2014;"Hombre";27;881840;"Area rural";"Cuenca";"Ricaurte";101620040040006;10162004004000601;1016200400400060105
"Azuay";1;62;4;4;6;1;6;2014;"Hombre";8;881840;"Area rural";"Cuenca";"Ricaurte";101620040040006;10162004004000601;1016200400400060106
"Azuay";1;62;4;4;39;1;3;2021;"Hombre";9;881840;"Area rural";"Cuenca";"Ricaurte";101620040040039;10162004004003901;1016200400400390103
"Azuay";1;62;4;4;39;1;4;2021;"Hombre";4;881840;"Area rural";"Cuenca";"Ricaurte";101620040040039;10162004004003901;1016200400400390104
"Azuay";1;62;4;5;264;1;3;2019;"Mujer";7;881840;"Area rural";"Cuenca";"Ricaurte";101620040050264;10162004005026401;1016200400502640103
"Azuay";1;62;4;6;74;1;3;2014;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101620040060074;10162004006007401;1016200400600740103
"Azuay";1;62;4;6;74;1;4;2014;"Mujer";999;881840;"Area rural";"Cuenca";"Ricaurte";101620040060074;10162004006007401;1016200400600740104
"Azuay";1;62;4;6;122;1;3;2021;"Mujer";26;881840;"Area rural";"Cuenca";"Ricaurte";101620040060122;10162004006012201;1016200400601220103
"Azuay";1;62;4;7;113;1;3;2019;"Hombre";34;881840;"Area rural";"Cuenca";"Ricaurte";101620040070113;10162004007011301;1016200400701130103
"Azuay";1;62;4;7;113;1;4;2022;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101620040070113;10162004007011301;1016200400701130104
"Azuay";1;62;5;1;139;1;3;2021;"Hombre";21;881840;"Area rural";"Cuenca";"Ricaurte";101620050010139;10162005001013901;1016200500101390103
"Azuay";1;62;5;2;54;1;3;2021;"Mujer";26;881840;"Area rural";"Cuenca";"Ricaurte";101620050020054;10162005002005401;1016200500200540103
"Azuay";1;62;5;2;54;1;4;2021;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101620050020054;10162005002005401;1016200500200540104
"Azuay";1;62;5;2;118;1;3;2020;"Mujer";36;881840;"Area rural";"Cuenca";"Ricaurte";101620050020118;10162005002011801;1016200500201180103
"Azuay";1;62;5;7;1;1;3;2019;"Hombre";16;881840;"Area rural";"Cuenca";"Ricaurte";101620050070001;10162005007000101;1016200500700010103
"Azuay";1;62;5;7;1;1;4;2022;"Mujer";50;881840;"Area rural";"Cuenca";"Ricaurte";101620050070001;10162005007000101;1016200500700010104
"Azuay";1;62;999;1;8;1;3;2022;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990010008;10162999001000801;1016299900100080103
"Azuay";1;62;999;1;17;1;3;2022;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990010017;10162999001001701;1016299900100170103
"Azuay";1;62;999;7;6;1;3;2021;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990070006;10162999007000601;1016299900700060103
"Azuay";1;62;999;7;40;1;3;2019;"Hombre";17;881840;"Area rural";"Cuenca";"Ricaurte";101629990070040;10162999007004001;1016299900700400103
"Azuay";1;62;999;7;46;1;3;2022;"Hombre";4;881840;"Area rural";"Cuenca";"Ricaurte";101629990070046;10162999007004601;1016299900700460103
"Azuay";1;62;999;15;46;1;3;2021;"Mujer";8;881840;"Area rural";"Cuenca";"Ricaurte";101629990150046;10162999015004601;1016299901500460103
"Azuay";1;62;999;17;1;1;3;2022;"Hombre";11;881840;"Area rural";"Cuenca";"Ricaurte";101629990170001;10162999017000101;1016299901700010103
"Azuay";1;62;999;19;49;1;3;2021;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990190049;10162999019004901;1016299901900490103
"Azuay";1;62;999;19;57;1;3;2020;"Mujer";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990190057;10162999019005701;1016299901900570103
"Azuay";1;62;999;19;57;1;4;2021;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990190057;10162999019005701;1016299901900570104
"Azuay";1;62;999;19;57;1;5;2021;"Hombre";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990190057;10162999019005701;1016299901900570105
"Azuay";1;62;999;23;6;1;3;2018;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990230006;10162999023000601;1016299902300060103
"Azuay";1;62;999;23;6;1;4;2020;"Mujer";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990230006;10162999023000601;1016299902300060104
"Azuay";1;62;999;23;46;1;3;2021;"Mujer";7;881840;"Area rural";"Cuenca";"Ricaurte";101629990230046;10162999023004601;1016299902300460103
"Azuay";1;62;999;23;46;1;4;2021;"Mujer";6;881840;"Area rural";"Cuenca";"Ricaurte";101629990230046;10162999023004601;1016299902300460104
"Azuay";1;62;999;24;55;1;3;2020;"Mujer";8;881840;"Area rural";"Cuenca";"Ricaurte";101629990240055;10162999024005501;1016299902400550103
"Azuay";1;62;999;24;55;1;4;2020;"Hombre";5;881840;"Area rural";"Cuenca";"Ricaurte";101629990240055;10162999024005501;1016299902400550104
"Azuay";1;62;999;26;18;1;3;2021;"Hombre";39;881840;"Area rural";"Cuenca";"Ricaurte";101629990260018;10162999026001801;1016299902600180103
"Azuay";1;62;999;27;64;1;3;2017;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990270064;10162999027006401;1016299902700640103
"Azuay";1;62;999;33;1;1;3;2021;"Hombre";5;881840;"Area rural";"Cuenca";"Ricaurte";101629990330001;10162999033000101;1016299903300010103
"Azuay";1;62;999;34;96;1;3;2021;"Hombre";26;881840;"Area rural";"Cuenca";"Ricaurte";101629990340096;10162999034009601;1016299903400960103
"Azuay";1;62;999;37;88;1;3;2021;"Mujer";9;881840;"Area rural";"Cuenca";"Ricaurte";101629990370088;10162999037008801;1016299903700880103
"Azuay";1;62;999;39;80;1;3;2018;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990390080;10162999039008001;1016299903900800103
"Azuay";1;62;999;39;80;1;4;2018;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101629990390080;10162999039008001;1016299903900800104
"Azuay";1;62;999;39;80;1;5;2018;"Hombre";7;881840;"Area rural";"Cuenca";"Ricaurte";101629990390080;10162999039008001;1016299903900800105
"Azuay";1;62;999;39;80;1;6;2018;"Hombre";4;881840;"Area rural";"Cuenca";"Ricaurte";101629990390080;10162999039008001;1016299903900800106
"Azuay";1;62;999;40;65;1;3;2015;"Hombre";0;881840;"Area rural";"Cuenca";"Ricaurte";101629990400065;10162999040006501;1016299904000650103
"Azuay";1;62;999;40;65;1;4;2015;"Mujer";12;881840;"Area rural";"Cuenca";"Ricaurte";101629990400065;10162999040006501;1016299904000650104
"Azuay";1;62;999;41;16;1;3;2020;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990410016;10162999041001601;1016299904100160103
"Azuay";1;62;999;42;77;1;3;2020;"Hombre";41;881840;"Area rural";"Cuenca";"Ricaurte";101629990420077;10162999042007701;1016299904200770103
"Azuay";1;62;999;42;77;1;4;2020;"Hombre";11;881840;"Area rural";"Cuenca";"Ricaurte";101629990420077;10162999042007701;1016299904200770104
"Azuay";1;62;999;42;77;1;5;2020;"Hombre";16;881840;"Area rural";"Cuenca";"Ricaurte";101629990420077;10162999042007701;1016299904200770105
"Azuay";1;62;999;42;77;1;6;2020;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990420077;10162999042007701;1016299904200770106
"Azuay";1;62;999;44;31;1;3;2022;"Mujer";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990440031;10162999044003101;1016299904400310103
"Azuay";1;62;999;48;10;1;3;2021;"Mujer";42;881840;"Area rural";"Cuenca";"Ricaurte";101629990480010;10162999048001001;1016299904800100103
"Azuay";1;62;999;48;13;1;3;2022;"Mujer";33;881840;"Area rural";"Cuenca";"Ricaurte";101629990480013;10162999048001301;1016299904800130103
"Azuay";1;62;999;51;36;1;3;2021;"Hombre";7;881840;"Area rural";"Cuenca";"Ricaurte";101629990510036;10162999051003601;1016299905100360103
"Azuay";1;62;999;51;78;1;3;2022;"Hombre";5;881840;"Area rural";"Cuenca";"Ricaurte";101629990510078;10162999051007801;1016299905100780103
"Azuay";1;62;1;1;30;1;2;2021;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101620010010030;10162001001003001;1016200100100300102
"Azuay";1;62;1;2;26;1;2;2015;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101620010020026;10162001002002601;1016200100200260102
"Azuay";1;62;1;3;91;1;2;2022;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101620010030091;10162001003009101;1016200100300910102
"Azuay";1;62;1;3;110;1;2;2015;"Hombre";13;881840;"Area rural";"Cuenca";"Ricaurte";101620010030110;10162001003011001;1016200100301100102
"Azuay";1;62;1;5;6;1;2;2016;"Hombre";31;881840;"Area rural";"Cuenca";"Ricaurte";101620010050006;10162001005000601;1016200100500060102
"Azuay";1;62;1;6;150;1;2;2022;"Mujer";24;881840;"Area rural";"Cuenca";"Ricaurte";101620010060150;10162001006015001;1016200100601500102
"Azuay";1;62;2;1;5;1;2;2020;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101620020010005;10162002001000501;1016200200100050102
"Azuay";1;62;2;2;61;1;2;2021;"Mujer";9;881840;"Area rural";"Cuenca";"Ricaurte";101620020020061;10162002002006101;1016200200200610102
"Azuay";1;62;2;4;31;1;2;2022;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620020040031;10162002004003101;1016200200400310102
"Azuay";1;62;2;5;42;1;2;2021;"Mujer";54;881840;"Area rural";"Cuenca";"Ricaurte";101620020050042;10162002005004201;1016200200500420102
"Azuay";1;62;2;5;59;1;2;2021;"Mujer";39;881840;"Area rural";"Cuenca";"Ricaurte";101620020050059;10162002005005901;1016200200500590102
"Azuay";1;62;2;5;77;1;2;2022;"Mujer";9;881840;"Area rural";"Cuenca";"Ricaurte";101620020050077;10162002005007701;1016200200500770102
"Azuay";1;62;2;6;72;1;2;2021;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101620020060072;10162002006007201;1016200200600720102
"Azuay";1;62;2;7;141;1;2;2021;"Mujer";40;881840;"Area rural";"Cuenca";"Ricaurte";101620020070141;10162002007014101;1016200200701410102
"Azuay";1;62;2;8;84;1;2;2021;"Mujer";999;881840;"Area rural";"Cuenca";"Ricaurte";101620020080084;10162002008008401;1016200200800840102
"Azuay";1;62;3;1;17;1;2;2021;"Mujer";42;881840;"Area rural";"Cuenca";"Ricaurte";101620030010017;10162003001001701;1016200300100170102
"Azuay";1;62;3;1;41;1;2;2021;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101620030010041;10162003001004101;1016200300100410102
"Azuay";1;62;3;1;95;1;2;2022;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101620030010095;10162003001009501;1016200300100950102
"Azuay";1;62;3;1;119;1;2;2021;"Mujer";50;881840;"Area rural";"Cuenca";"Ricaurte";101620030010119;10162003001011901;1016200300101190102
"Azuay";1;62;3;2;78;1;2;2020;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101620030020078;10162003002007801;1016200300200780102
"Azuay";1;62;3;3;84;1;2;2012;"Mujer";50;881840;"Area rural";"Cuenca";"Ricaurte";101620030030084;10162003003008401;1016200300300840102
"Azuay";1;62;3;7;83;1;2;2021;"Mujer";37;881840;"Area rural";"Cuenca";"Ricaurte";101620030070083;10162003007008301;1016200300700830102
"Azuay";1;62;3;8;59;1;2;2022;"Mujer";35;881840;"Area rural";"Cuenca";"Ricaurte";101620030080059;10162003008005901;1016200300800590102
"Azuay";1;62;3;8;88;1;2;2019;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101620030080088;10162003008008801;1016200300800880102
"Azuay";1;62;4;1;8;1;2;2021;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101620040010008;10162004001000801;1016200400100080102
"Azuay";1;62;4;3;2;1;2;2021;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101620040030002;10162004003000201;1016200400300020102
"Azuay";1;62;4;4;6;1;2;2010;"Mujer";49;881840;"Area rural";"Cuenca";"Ricaurte";101620040040006;10162004004000601;1016200400400060102
"Azuay";1;62;4;4;26;1;2;2022;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101620040040026;10162004004002601;1016200400400260102
"Azuay";1;62;4;4;39;1;2;2021;"Mujer";32;881840;"Area rural";"Cuenca";"Ricaurte";101620040040039;10162004004003901;1016200400400390102
"Azuay";1;62;4;5;264;1;2;2019;"Mujer";11;881840;"Area rural";"Cuenca";"Ricaurte";101620040050264;10162004005026401;1016200400502640102
"Azuay";1;62;4;6;74;1;2;2014;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101620040060074;10162004006007401;1016200400600740102
"Azuay";1;62;4;6;82;1;2;2022;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101620040060082;10162004006008201;1016200400600820102
"Azuay";1;62;4;6;122;1;2;2021;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101620040060122;10162004006012201;1016200400601220102
"Azuay";1;62;4;6;139;1;2;2021;"Hombre";6;881840;"Area rural";"Cuenca";"Ricaurte";101620040060139;10162004006013901;1016200400601390102
"Azuay";1;62;4;7;49;1;2;2020;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101620040070049;10162004007004901;1016200400700490102
"Azuay";1;62;4;7;105;1;2;2022;"Hombre";9;881840;"Area rural";"Cuenca";"Ricaurte";101620040070105;10162004007010501;1016200400701050102
"Azuay";1;62;4;7;113;1;2;2019;"Mujer";30;881840;"Area rural";"Cuenca";"Ricaurte";101620040070113;10162004007011301;1016200400701130102
"Azuay";1;62;5;1;139;1;2;2021;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620050010139;10162005001013901;1016200500101390102
"Azuay";1;62;5;2;54;1;2;2020;"Mujer";28;881840;"Area rural";"Cuenca";"Ricaurte";101620050020054;10162005002005401;1016200500200540102
"Azuay";1;62;5;2;88;1;2;2022;"Mujer";71;881840;"Area rural";"Cuenca";"Ricaurte";101620050020088;10162005002008801;1016200500200880102
"Azuay";1;62;5;2;112;1;2;2014;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101620050020112;10162005002011201;1016200500201120102
"Azuay";1;62;5;2;118;1;2;2018;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101620050020118;10162005002011801;1016200500201180102
"Azuay";1;62;5;4;23;1;2;2022;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101620050040023;10162005004002301;1016200500400230102
"Azuay";1;62;5;6;142;1;2;2021;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101620050060142;10162005006014201;1016200500601420102
"Azuay";1;62;5;7;1;1;2;2020;"Mujer";17;881840;"Area rural";"Cuenca";"Ricaurte";101620050070001;10162005007000101;1016200500700010102
